index,batch,position,cpu_value,gpu_fp32,tc_value,diff_cpu_tc,diff_cpu_gpu
32,0,32,-4006,-4006.000000,-4006.000000,0.000000,0.000000
33,0,33,110,110.000000,110.000000,0.000000,0.000000
34,0,34,1454,1454.000000,1454.000000,0.000000,0.000000
35,0,35,-534,-534.000000,-534.000000,0.000000,0.000000
36,0,36,-1002,-1002.000000,-1002.000000,0.000000,0.000000
37,0,37,346,346.000000,346.000000,0.000000,0.000000
38,0,38,2466,2466.000000,2466.000000,0.000000,0.000000
39,0,39,1070,1070.000000,1070.000000,0.000000,0.000000
40,0,40,2508,2508.000000,2508.000000,0.000000,0.000000
41,0,41,-892,-892.000000,-892.000000,0.000000,0.000000
42,0,42,4864,4864.000000,4864.000000,0.000000,0.000000
43,0,43,-432,-432.000000,-432.000000,0.000000,0.000000
44,0,44,104,104.000000,104.000000,0.000000,0.000000
45,0,45,216,216.000000,216.000000,0.000000,0.000000
46,0,46,-1868,-1868.000000,-1868.000000,0.000000,0.000000
47,0,47,1340,1340.000000,1340.000000,0.000000,0.000000
48,0,48,-724,-724.000000,-724.000000,0.000000,0.000000
49,0,49,1084,1084.000000,1084.000000,0.000000,0.000000
50,0,50,696,696.000000,696.000000,0.000000,0.000000
51,0,51,2712,2712.000000,2712.000000,0.000000,0.000000
52,0,52,-876,-876.000000,-876.000000,0.000000,0.000000
53,0,53,-748,-748.000000,-748.000000,0.000000,0.000000
54,0,54,-4304,-4304.000000,-4304.000000,0.000000,0.000000
55,0,55,-336,-336.000000,-336.000000,0.000000,0.000000
56,0,56,1918,1918.000000,1918.000000,0.000000,0.000000
57,0,57,1842,1842.000000,1842.000000,0.000000,0.000000
58,0,58,2538,2538.000000,2538.000000,0.000000,0.000000
59,0,59,-1154,-1154.000000,-1154.000000,0.000000,0.000000
60,0,60,-122,-122.000000,-122.000000,0.000000,0.000000
61,0,61,-1646,-1646.000000,-1646.000000,0.000000,0.000000
62,0,62,-1262,-1262.000000,-1262.000000,0.000000,0.000000
63,0,63,-626,-626.000000,-626.000000,0.000000,0.000000
64,0,64,-3136,-3136.000000,-3136.000000,0.000000,0.000000
65,0,65,-780,-780.000000,-780.000000,0.000000,0.000000
66,0,66,-624,-624.000000,-624.000000,0.000000,0.000000
67,0,67,548,548.000000,548.000000,0.000000,0.000000
68,0,68,372,372.000000,372.000000,0.000000,0.000000
69,0,69,-808,-808.000000,-808.000000,0.000000,0.000000
70,0,70,-2772,-2772.000000,-2772.000000,0.000000,0.000000
71,0,71,1552,1552.000000,1551.000000,1.000000,0.000000
72,0,72,2174,2174.000000,2174.000000,0.000000,0.000000
73,0,73,2814,2814.000000,2812.000000,2.000000,0.000000
74,0,74,-330,-330.000000,-330.000000,0.000000,0.000000
75,0,75,1398,1398.000000,1398.000000,0.000000,0.000000
76,0,76,2714,2714.000000,2712.000000,2.000000,0.000000
77,0,77,-1086,-1086.000000,-1086.000000,0.000000,0.000000
78,0,78,1514,1514.000000,1514.000000,0.000000,0.000000
79,0,79,-1582,-1582.000000,-1582.000000,0.000000,0.000000
80,0,80,-2322,-2322.000000,-2322.000000,0.000000,0.000000
81,0,81,-1666,-1666.000000,-1666.000000,0.000000,0.000000
82,0,82,1630,1630.000000,1630.000000,0.000000,0.000000
83,0,83,134,134.000000,134.000000,0.000000,0.000000
84,0,84,-1930,-1930.000000,-1930.000000,0.000000,0.000000
85,0,85,2790,2790.000000,2790.000000,0.000000,0.000000
86,0,86,-842,-842.000000,-842.000000,0.000000,0.000000
87,0,87,2222,2222.000000,2222.000000,0.000000,0.000000
88,0,88,-1236,-1236.000000,-1236.000000,0.000000,0.000000
89,0,89,216,216.000000,216.000000,0.000000,0.000000
90,0,90,-1868,-1868.000000,-1868.000000,0.000000,0.000000
91,0,91,-3272,-3272.000000,-3272.000000,0.000000,0.000000
92,0,92,-308,-308.000000,-308.000000,0.000000,0.000000
93,0,93,-5040,-5040.000000,-5040.000000,0.000000,0.000000
94,0,94,-3932,-3932.000000,-3932.000000,0.000000,0.000000
95,0,95,-752,-752.000000,-752.000000,0.000000,0.000000
96,0,96,-952,-952.000000,-952.000000,0.000000,0.000000
97,0,97,-1044,-1044.000000,-1044.000000,0.000000,0.000000
98,0,98,-972,-972.000000,-972.000000,0.000000,0.000000
99,0,99,-4248,-4248.000000,-4248.000000,0.000000,0.000000
100,0,100,484,484.000000,484.000000,0.000000,0.000000
101,0,101,256,256.000000,256.000000,0.000000,0.000000
102,0,102,656,656.000000,656.000000,0.000000,0.000000
103,0,103,-1012,-1012.000000,-1012.000000,0.000000,0.000000
104,0,104,1494,1494.000000,1494.000000,0.000000,0.000000
105,0,105,-730,-730.000000,-730.000000,0.000000,0.000000
106,0,106,2050,2050.000000,2050.000000,0.000000,0.000000
107,0,107,2258,2258.000000,2258.000000,0.000000,0.000000
108,0,108,2922,2922.000000,2922.000000,0.000000,0.000000
109,0,109,1754,1754.000000,1754.000000,0.000000,0.000000
110,0,110,-3242,-3242.000000,-3242.000000,0.000000,0.000000
111,0,111,4630,4630.000000,4632.000000,-2.000000,0.000000
112,0,112,-634,-634.000000,-634.000000,0.000000,0.000000
113,0,113,2494,2494.000000,2494.000000,0.000000,0.000000
114,0,114,354,354.000000,354.000000,0.000000,0.000000
115,0,115,866,866.000000,866.000000,0.000000,0.000000
116,0,116,782,782.000000,782.000000,0.000000,0.000000
117,0,117,-2626,-2626.000000,-2626.000000,0.000000,0.000000
118,0,118,-1086,-1086.000000,-1086.000000,0.000000,0.000000
119,0,119,-966,-966.000000,-966.000000,0.000000,0.000000
120,0,120,-548,-548.000000,-547.000000,-1.000000,0.000000
121,0,121,112,112.000000,112.000000,0.000000,0.000000
122,0,122,-1400,-1400.000000,-1400.000000,0.000000,0.000000
123,0,123,-12,-12.000000,-12.000000,0.000000,0.000000
124,0,124,28,28.000000,28.000000,0.000000,0.000000
125,0,125,1680,1680.000000,1680.000000,0.000000,0.000000
126,0,126,1040,1040.000000,1040.000000,0.000000,0.000000
127,0,127,860,860.000000,860.000000,0.000000,0.000000
128,0,128,-836,-836.000000,-836.000000,0.000000,0.000000
129,0,129,-2688,-2688.000000,-2688.000000,0.000000,0.000000
130,0,130,896,896.000000,895.000000,1.000000,0.000000
131,0,131,-1156,-1156.000000,-1156.000000,0.000000,0.000000
132,0,132,1300,1300.000000,1300.000000,0.000000,0.000000
133,0,133,-2120,-2120.000000,-2120.000000,0.000000,0.000000
134,0,134,-3472,-3472.000000,-3472.000000,0.000000,0.000000
135,0,135,-1636,-1636.000000,-1636.000000,0.000000,0.000000
136,0,136,354,354.000000,354.000000,0.000000,0.000000
137,0,137,2458,2458.000000,2458.000000,0.000000,0.000000
138,0,138,198,198.000000,198.000000,0.000000,0.000000
139,0,139,646,646.000000,646.000000,0.000000,0.000000
140,0,140,-1118,-1118.000000,-1118.000000,0.000000,0.000000
141,0,141,-1630,-1630.000000,-1630.000000,0.000000,0.000000
142,0,142,46,46.000000,46.000000,0.000000,0.000000
143,0,143,-1530,-1530.000000,-1530.000000,0.000000,0.000000
144,0,144,-1234,-1234.000000,-1234.000000,0.000000,0.000000
145,0,145,382,382.000000,382.000000,0.000000,0.000000
146,0,146,-150,-150.000000,-150.000000,0.000000,0.000000
147,0,147,554,554.000000,554.000000,0.000000,0.000000
148,0,148,-646,-646.000000,-646.000000,0.000000,0.000000
149,0,149,-566,-566.000000,-566.000000,0.000000,0.000000
150,0,150,-1034,-1034.000000,-1033.000000,-1.000000,0.000000
151,0,151,2614,2614.000000,2614.000000,0.000000,0.000000
152,0,152,-2076,-2076.000000,-2076.000000,0.000000,0.000000
153,0,153,-712,-712.000000,-712.000000,0.000000,0.000000
154,0,154,224,224.000000,224.000000,0.000000,0.000000
155,0,155,-3180,-3180.000000,-3180.000000,0.000000,0.000000
156,0,156,-3768,-3768.000000,-3768.000000,0.000000,0.000000
157,0,157,1316,1316.000000,1316.000000,0.000000,0.000000
158,0,158,1412,1412.000000,1412.000000,0.000000,0.000000
159,0,159,768,768.000000,768.000000,0.000000,0.000000
160,0,160,1776,1776.000000,1776.000000,0.000000,0.000000
161,0,161,-1708,-1708.000000,-1708.000000,0.000000,0.000000
162,0,162,1344,1344.000000,1344.000000,0.000000,0.000000
163,0,163,460,460.000000,460.000000,0.000000,0.000000
164,0,164,2216,2216.000000,2216.000000,0.000000,0.000000
165,0,165,-252,-252.000000,-252.000000,0.000000,0.000000
166,0,166,1928,1928.000000,1928.000000,0.000000,0.000000
167,0,167,-1268,-1268.000000,-1268.000000,0.000000,0.000000
168,0,168,-674,-674.000000,-674.000000,0.000000,0.000000
169,0,169,1030,1030.000000,1030.000000,0.000000,0.000000
170,0,170,1398,1398.000000,1398.000000,0.000000,0.000000
171,0,171,2054,2054.000000,2052.000000,2.000000,0.000000
172,0,172,-178,-178.000000,-178.000000,0.000000,0.000000
173,0,173,3686,3686.000000,3686.000000,0.000000,0.000000
174,0,174,-1962,-1962.000000,-1962.000000,0.000000,0.000000
175,0,175,-4106,-4106.000000,-4104.000000,-2.000000,0.000000
176,0,176,-998,-998.000000,-998.000000,0.000000,0.000000
177,0,177,1186,1186.000000,1186.000000,0.000000,0.000000
178,0,178,4018,4018.000000,4018.000000,0.000000,0.000000
179,0,179,-2086,-2086.000000,-2088.000000,2.000000,0.000000
180,0,180,1102,1102.000000,1102.000000,0.000000,0.000000
181,0,181,-1762,-1762.000000,-1762.000000,0.000000,0.000000
182,0,182,-1874,-1874.000000,-1874.000000,0.000000,0.000000
183,0,183,1134,1134.000000,1134.000000,0.000000,0.000000
184,0,184,-176,-176.000000,-176.000000,0.000000,0.000000
185,0,185,-788,-788.000000,-788.000000,0.000000,0.000000
186,0,186,2544,2544.000000,2544.000000,0.000000,0.000000
187,0,187,-2676,-2676.000000,-2676.000000,0.000000,0.000000
188,0,188,860,860.000000,860.000000,0.000000,0.000000
189,0,189,-4072,-4072.000000,-4072.000000,0.000000,0.000000
190,0,190,-76,-76.000000,-76.000000,0.000000,0.000000
191,0,191,1248,1248.000000,1248.000000,0.000000,0.000000
192,0,192,-2474,-2474.000000,-2472.000000,-2.000000,0.000000
193,0,193,858,858.000000,858.000000,0.000000,0.000000
194,0,194,-2006,-2006.000000,-2006.000000,0.000000,0.000000
195,0,195,1022,1022.000000,1022.000000,0.000000,0.000000
196,0,196,2558,2558.000000,2558.000000,0.000000,0.000000
197,0,197,-966,-966.000000,-966.000000,0.000000,0.000000
198,0,198,2530,2530.000000,2530.000000,0.000000,0.000000
199,0,199,-946,-946.000000,-946.000000,0.000000,0.000000
200,0,200,2232,2232.000000,2232.000000,0.000000,0.000000
201,0,201,968,968.000000,968.000000,0.000000,0.000000
202,0,202,-2468,-2468.000000,-2468.000000,0.000000,0.000000
203,0,203,-1236,-1236.000000,-1237.000000,1.000000,0.000000
204,0,204,544,544.000000,544.000000,0.000000,0.000000
205,0,205,-784,-784.000000,-784.000000,0.000000,0.000000
206,0,206,-348,-348.000000,-348.000000,0.000000,0.000000
207,0,207,-12,-12.000000,-12.000000,0.000000,0.000000
208,0,208,1804,1804.000000,1804.000000,0.000000,0.000000
209,0,209,-572,-572.000000,-572.000000,0.000000,0.000000
210,0,210,2720,2720.000000,2720.000000,0.000000,0.000000
211,0,211,-848,-848.000000,-848.000000,0.000000,0.000000
212,0,212,-1320,-1320.000000,-1320.000000,0.000000,0.000000
213,0,213,8,8.000000,8.000000,0.000000,0.000000
214,0,214,-508,-508.000000,-508.000000,0.000000,0.000000
215,0,215,316,316.000000,316.000000,0.000000,0.000000
216,0,216,342,342.000000,342.000000,0.000000,0.000000
217,0,217,-1638,-1638.000000,-1638.000000,0.000000,0.000000
218,0,218,42,42.000000,42.000000,0.000000,0.000000
219,0,219,278,278.000000,278.000000,0.000000,0.000000
220,0,220,-2414,-2414.000000,-2414.000000,0.000000,0.000000
221,0,221,-1642,-1642.000000,-1642.000000,0.000000,0.000000
222,0,222,1406,1406.000000,1406.000000,0.000000,0.000000
223,0,223,762,762.000000,762.000000,0.000000,0.000000
224,0,224,-22,-22.000000,-22.000000,0.000000,0.000000
225,0,225,-578,-578.000000,-578.000000,0.000000,0.000000
226,0,226,-4278,-4278.000000,-4280.000000,2.000000,0.000000
227,0,227,-2434,-2434.000000,-2434.000000,0.000000,0.000000
228,0,228,-1206,-1206.000000,-1206.000000,0.000000,0.000000
229,0,229,2510,2510.000000,2508.000000,2.000000,0.000000
230,0,230,-1230,-1230.000000,-1230.000000,0.000000,0.000000
231,0,231,-1946,-1946.000000,-1946.000000,0.000000,0.000000
232,0,232,-388,-388.000000,-388.000000,0.000000,0.000000
233,0,233,988,988.000000,988.000000,0.000000,0.000000
234,0,234,-3692,-3692.000000,-3692.000000,0.000000,0.000000
235,0,235,404,404.000000,404.000000,0.000000,0.000000
236,0,236,92,92.000000,92.000000,0.000000,0.000000
237,0,237,2564,2564.000000,2564.000000,0.000000,0.000000
238,0,238,1180,1180.000000,1180.000000,0.000000,0.000000
239,0,239,692,692.000000,692.000000,0.000000,0.000000
240,0,240,-2640,-2640.000000,-2640.000000,0.000000,0.000000
241,0,241,-272,-272.000000,-272.000000,0.000000,0.000000
242,0,242,1104,1104.000000,1104.000000,0.000000,0.000000
243,0,243,-968,-968.000000,-968.000000,0.000000,0.000000
244,0,244,-2996,-2996.000000,-2996.000000,0.000000,0.000000
245,0,245,172,172.000000,172.000000,0.000000,0.000000
246,0,246,-500,-500.000000,-500.000000,0.000000,0.000000
247,0,247,980,980.000000,980.000000,0.000000,0.000000
248,0,248,1938,1938.000000,1938.000000,0.000000,0.000000
249,0,249,2654,2654.000000,2654.000000,0.000000,0.000000
250,0,250,3898,3898.000000,3898.000000,0.000000,0.000000
251,0,251,-1842,-1842.000000,-1842.000000,0.000000,0.000000
252,0,252,-402,-402.000000,-402.000000,0.000000,0.000000
253,0,253,1458,1458.000000,1458.000000,0.000000,0.000000
254,0,254,-3162,-3162.000000,-3162.000000,0.000000,0.000000
255,0,255,-2062,-2062.000000,-2062.000000,0.000000,0.000000
256,0,256,-2062,-2062.000000,-2062.000000,0.000000,0.000000
257,0,257,-1362,-1362.000000,-1362.000000,0.000000,0.000000
258,0,258,2554,2554.000000,2554.000000,0.000000,0.000000
259,0,259,-410,-410.000000,-410.000000,0.000000,0.000000
260,0,260,-430,-430.000000,-430.000000,0.000000,0.000000
261,0,261,-1114,-1114.000000,-1114.000000,0.000000,0.000000
262,0,262,98,98.000000,98.000000,0.000000,0.000000
263,0,263,838,838.000000,838.000000,0.000000,0.000000
264,0,264,-568,-568.000000,-568.000000,0.000000,0.000000
265,0,265,3680,3680.000000,3680.000000,0.000000,0.000000
266,0,266,-560,-560.000000,-560.000000,0.000000,0.000000
267,0,267,-2712,-2712.000000,-2712.000000,0.000000,0.000000
268,0,268,2256,2256.000000,2256.000000,0.000000,0.000000
269,0,269,1320,1320.000000,1320.000000,0.000000,0.000000
270,0,270,-1344,-1344.000000,-1344.000000,0.000000,0.000000
271,0,271,-392,-392.000000,-392.000000,0.000000,0.000000
272,0,272,-860,-860.000000,-860.000000,0.000000,0.000000
273,0,273,1596,1596.000000,1596.000000,0.000000,0.000000
274,0,274,1204,1204.000000,1205.000000,-1.000000,0.000000
275,0,275,-492,-492.000000,-492.000000,0.000000,0.000000
276,0,276,3568,3568.000000,3568.000000,0.000000,0.000000
277,0,277,624,624.000000,624.000000,0.000000,0.000000
278,0,278,1168,1168.000000,1168.000000,0.000000,0.000000
279,0,279,1512,1512.000000,1512.000000,0.000000,0.000000
280,0,280,-550,-550.000000,-550.000000,0.000000,0.000000
281,0,281,-1890,-1890.000000,-1890.000000,0.000000,0.000000
282,0,282,778,778.000000,778.000000,0.000000,0.000000
283,0,283,2694,2694.000000,2694.000000,0.000000,0.000000
284,0,284,574,574.000000,574.000000,0.000000,0.000000
285,0,285,2290,2290.000000,2290.000000,0.000000,0.000000
286,0,286,3822,3822.000000,3822.000000,0.000000,0.000000
287,0,287,-2390,-2390.000000,-2390.000000,0.000000,0.000000
288,0,288,1982,1982.000000,1982.000000,0.000000,0.000000
289,0,289,642,642.000000,642.000000,0.000000,0.000000
290,0,290,1282,1282.000000,1282.000000,0.000000,0.000000
291,0,291,-186,-186.000000,-186.000000,0.000000,0.000000
292,0,292,1238,1238.000000,1238.000000,0.000000,0.000000
293,0,293,2602,2602.000000,2602.000000,0.000000,0.000000
294,0,294,506,506.000000,506.000000,0.000000,0.000000
295,0,295,1758,1758.000000,1758.000000,0.000000,0.000000
296,0,296,-1476,-1476.000000,-1476.000000,0.000000,0.000000
297,0,297,-36,-36.000000,-36.000000,0.000000,0.000000
298,0,298,-904,-904.000000,-905.000000,1.000000,0.000000
299,0,299,2552,2552.000000,2552.000000,0.000000,0.000000
300,0,300,2284,2284.000000,2284.000000,0.000000,0.000000
301,0,301,3892,3892.000000,3892.000000,0.000000,0.000000
302,0,302,-1576,-1576.000000,-1576.000000,0.000000,0.000000
303,0,303,5104,5104.000000,5104.000000,0.000000,0.000000
304,0,304,344,344.000000,344.000000,0.000000,0.000000
305,0,305,-2464,-2464.000000,-2464.000000,0.000000,0.000000
306,0,306,2004,2004.000000,2004.000000,0.000000,0.000000
307,0,307,-1004,-1004.000000,-1004.000000,0.000000,0.000000
308,0,308,-3596,-3596.000000,-3596.000000,0.000000,0.000000
309,0,309,-404,-404.000000,-404.000000,0.000000,0.000000
310,0,310,648,648.000000,648.000000,0.000000,0.000000
311,0,311,-3240,-3240.000000,-3240.000000,0.000000,0.000000
312,0,312,-866,-866.000000,-866.000000,0.000000,0.000000
313,0,313,-558,-558.000000,-558.000000,0.000000,0.000000
314,0,314,2322,2322.000000,2322.000000,0.000000,0.000000
315,0,315,-1666,-1666.000000,-1666.000000,0.000000,0.000000
316,0,316,434,434.000000,434.000000,0.000000,0.000000
317,0,317,3150,3150.000000,3150.000000,0.000000,0.000000
318,0,318,-2306,-2306.000000,-2306.000000,0.000000,0.000000
319,0,319,1106,1106.000000,1106.000000,0.000000,0.000000
320,0,320,-3220,-3220.000000,-3220.000000,0.000000,0.000000
321,0,321,-376,-376.000000,-376.000000,0.000000,0.000000
322,0,322,-2884,-2884.000000,-2884.000000,0.000000,0.000000
323,0,323,-1920,-1920.000000,-1920.000000,0.000000,0.000000
324,0,324,-404,-404.000000,-404.000000,0.000000,0.000000
325,0,325,2232,2232.000000,2232.000000,0.000000,0.000000
326,0,326,28,28.000000,28.000000,0.000000,0.000000
327,0,327,-1024,-1024.000000,-1023.000000,-1.000000,0.000000
328,0,328,-2154,-2154.000000,-2154.000000,0.000000,0.000000
329,0,329,-378,-378.000000,-377.000000,-1.000000,0.000000
330,0,330,1750,1750.000000,1750.000000,0.000000,0.000000
331,0,331,-2978,-2978.000000,-2978.000000,0.000000,0.000000
332,0,332,-2650,-2650.000000,-2648.000000,-2.000000,0.000000
333,0,333,-1010,-1010.000000,-1010.000000,0.000000,0.000000
334,0,334,-154,-154.000000,-154.000000,0.000000,0.000000
335,0,335,1014,1014.000000,1014.000000,0.000000,0.000000
336,0,336,-1198,-1198.000000,-1198.000000,0.000000,0.000000
337,0,337,1874,1874.000000,1874.000000,0.000000,0.000000
338,0,338,-494,-494.000000,-494.000000,0.000000,0.000000
339,0,339,-1342,-1342.000000,-1342.000000,0.000000,0.000000
340,0,340,1326,1326.000000,1326.000000,0.000000,0.000000
341,0,341,-818,-818.000000,-818.000000,0.000000,0.000000
342,0,342,-1898,-1898.000000,-1898.000000,0.000000,0.000000
343,0,343,-282,-282.000000,-282.000000,0.000000,0.000000
344,0,344,3140,3140.000000,3140.000000,0.000000,0.000000
345,0,345,2712,2712.000000,2712.000000,0.000000,0.000000
346,0,346,548,548.000000,548.000000,0.000000,0.000000
347,0,347,-1864,-1864.000000,-1864.000000,0.000000,0.000000
348,0,348,2240,2240.000000,2240.000000,0.000000,0.000000
349,0,349,-2628,-2628.000000,-2628.000000,0.000000,0.000000
350,0,350,-712,-712.000000,-712.000000,0.000000,0.000000
351,0,351,468,468.000000,468.000000,0.000000,0.000000
352,0,352,2384,2384.000000,2384.000000,0.000000,0.000000
353,0,353,836,836.000000,836.000000,0.000000,0.000000
354,0,354,-756,-756.000000,-756.000000,0.000000,0.000000
355,0,355,-1416,-1416.000000,-1416.000000,0.000000,0.000000
356,0,356,-1440,-1440.000000,-1440.000000,0.000000,0.000000
357,0,357,-1188,-1188.000000,-1188.000000,0.000000,0.000000
358,0,358,1940,1940.000000,1940.000000,0.000000,0.000000
359,0,359,1704,1704.000000,1704.000000,0.000000,0.000000
360,0,360,378,378.000000,378.000000,0.000000,0.000000
361,0,361,1842,1842.000000,1842.000000,0.000000,0.000000
362,0,362,-2370,-2370.000000,-2370.000000,0.000000,0.000000
363,0,363,-1074,-1074.000000,-1074.000000,0.000000,0.000000
364,0,364,-198,-198.000000,-198.000000,0.000000,0.000000
365,0,365,-1806,-1806.000000,-1806.000000,0.000000,0.000000
366,0,366,-1658,-1658.000000,-1658.000000,0.000000,0.000000
367,0,367,1846,1846.000000,1846.000000,0.000000,0.000000
368,0,368,1334,1334.000000,1334.000000,0.000000,0.000000
369,0,369,2390,2390.000000,2390.000000,0.000000,0.000000
370,0,370,1218,1218.000000,1218.000000,0.000000,0.000000
371,0,371,-254,-254.000000,-254.000000,0.000000,0.000000
372,0,372,650,650.000000,650.000000,0.000000,0.000000
373,0,373,946,946.000000,946.000000,0.000000,0.000000
374,0,374,838,838.000000,838.000000,0.000000,0.000000
375,0,375,-4194,-4194.000000,-4192.000000,-2.000000,0.000000
376,0,376,3040,3040.000000,3040.000000,0.000000,0.000000
377,0,377,2372,2372.000000,2372.000000,0.000000,0.000000
378,0,378,68,68.000000,68.000000,0.000000,0.000000
379,0,379,328,328.000000,328.000000,0.000000,0.000000
380,0,380,516,516.000000,516.000000,0.000000,0.000000
381,0,381,1128,1128.000000,1128.000000,0.000000,0.000000
382,0,382,-808,-808.000000,-808.000000,0.000000,0.000000
383,0,383,-276,-276.000000,-276.000000,0.000000,0.000000
384,0,384,1564,1564.000000,1564.000000,0.000000,0.000000
385,0,385,24,24.000000,24.000000,0.000000,0.000000
386,0,386,-5128,-5128.000000,-5128.000000,0.000000,0.000000
387,0,387,-2444,-2444.000000,-2444.000000,0.000000,0.000000
388,0,388,-2832,-2832.000000,-2832.000000,0.000000,0.000000
389,0,389,-1908,-1908.000000,-1908.000000,0.000000,0.000000
390,0,390,4476,4476.000000,4476.000000,0.000000,0.000000
391,0,391,-2472,-2472.000000,-2472.000000,0.000000,0.000000
392,0,392,-618,-618.000000,-618.000000,0.000000,0.000000
393,0,393,2942,2942.000000,2942.000000,0.000000,0.000000
394,0,394,-278,-278.000000,-278.000000,0.000000,0.000000
395,0,395,-1134,-1134.000000,-1134.000000,0.000000,0.000000
396,0,396,-1190,-1190.000000,-1190.000000,0.000000,0.000000
397,0,397,-2630,-2630.000000,-2630.000000,0.000000,0.000000
398,0,398,-1570,-1570.000000,-1570.000000,0.000000,0.000000
399,0,399,-1922,-1922.000000,-1922.000000,0.000000,0.000000
400,0,400,-1010,-1010.000000,-1010.000000,0.000000,0.000000
401,0,401,670,670.000000,670.000000,0.000000,0.000000
402,0,402,-334,-334.000000,-334.000000,0.000000,0.000000
403,0,403,3050,3050.000000,3050.000000,0.000000,0.000000
404,0,404,-98,-98.000000,-98.000000,0.000000,0.000000
405,0,405,270,270.000000,270.000000,0.000000,0.000000
406,0,406,3034,3034.000000,3032.000000,2.000000,0.000000
407,0,407,866,866.000000,866.000000,0.000000,0.000000
408,0,408,1952,1952.000000,1951.000000,1.000000,0.000000
409,0,409,-484,-484.000000,-484.000000,0.000000,0.000000
410,0,410,220,220.000000,220.000000,0.000000,0.000000
411,0,411,1504,1504.000000,1504.000000,0.000000,0.000000
412,0,412,-176,-176.000000,-176.000000,0.000000,0.000000
413,0,413,1956,1956.000000,1956.000000,0.000000,0.000000
414,0,414,-1516,-1516.000000,-1516.000000,0.000000,0.000000
415,0,415,-800,-800.000000,-800.000000,0.000000,0.000000
416,0,416,1076,1076.000000,1076.000000,0.000000,0.000000
417,0,417,-1672,-1672.000000,-1672.000000,0.000000,0.000000
418,0,418,-228,-228.000000,-228.000000,0.000000,0.000000
419,0,419,1808,1808.000000,1808.000000,0.000000,0.000000
420,0,420,320,320.000000,320.000000,0.000000,0.000000
421,0,421,-1268,-1268.000000,-1268.000000,0.000000,0.000000
422,0,422,496,496.000000,496.000000,0.000000,0.000000
423,0,423,92,92.000000,92.000000,0.000000,0.000000
424,0,424,-3290,-3290.000000,-3290.000000,0.000000,0.000000
425,0,425,-842,-842.000000,-842.000000,0.000000,0.000000
426,0,426,1710,1710.000000,1710.000000,0.000000,0.000000
427,0,427,-4674,-4674.000000,-4672.000000,-2.000000,0.000000
428,0,428,-1502,-1502.000000,-1502.000000,0.000000,0.000000
429,0,429,-1182,-1182.000000,-1182.000000,0.000000,0.000000
430,0,430,-798,-798.000000,-798.000000,0.000000,0.000000
431,0,431,562,562.000000,562.000000,0.000000,0.000000
432,0,432,-1266,-1266.000000,-1266.000000,0.000000,0.000000
433,0,433,-2034,-2034.000000,-2034.000000,0.000000,0.000000
434,0,434,-482,-482.000000,-482.000000,0.000000,0.000000
435,0,435,2326,2326.000000,2328.000000,-2.000000,0.000000
436,0,436,-402,-402.000000,-402.000000,0.000000,0.000000
437,0,437,-1050,-1050.000000,-1050.000000,0.000000,0.000000
438,0,438,2110,2110.000000,2110.000000,0.000000,0.000000
439,0,439,1646,1646.000000,1646.000000,0.000000,0.000000
440,0,440,-32,-32.000000,-32.000000,0.000000,0.000000
441,0,441,588,588.000000,588.000000,0.000000,0.000000
